0.89245528,0.68612893,0.52802679,0.66984933,0.37657928,0.46652048,0.5926238,0.19780507,0.20183924,0.40819618,0.69606077,0.23477515,0.27904676,0.26558498,0.59575128,0.46684778,0.24602466,0.32656457,0.43743391,0.46652387,0.27181845,0.25190897,0.35480324,0.06910826,0.59203241,0.33911075,1,0.41539666,0.80428486,0.53059123,0.49838927,0.33907907,0.41282137,0.66260899,0.92043443,0.35697381,0.72457413,0.23940106,0.18267445,0.27196834,0.59049831,0.6019847,0.77353633,0.07729102,0.66437672,0.68906513,0.15197995,0.43533641,4
0.20108389,0.16236158,0.45785771,0.54212428,0.23120551,0.45983612,0.86792745,0.41047174,0.12504674,0.19621225,0.43013476,0.15815223,0.74961792,0.57396909,0.42505803,0.41950313,0.583828,0.2844504,0.91139919,0.6668393,0.52469114,0.33841169,0.11094625,0.40331838,0.50918061,0.79375082,0,0.03715527,0.49401554,0.2833106,0.01720965,0.30843565,0.36565398,0.39171142,0.73419983,0.46965854,0.10683707,0.52867117,0.35753099,0.31895185,0.45193846,0.58205667,0.44383687,0.42796941,0.59606328,0.46892131,0.25920783,0.28392095,1
0.0825368,0.80224491,0.30992567,0.5515372,0.04386987,0.45820133,0.42328553,0.38720437,0.20950186,0.44575158,0.38545075,0.70402281,0.83347181,0.76549064,0.42001294,0.52817404,0.46120034,0.50647957,0.83084466,0.1126152,0.44816283,0.09444195,0.4877915,0.14351625,0.34857868,0.67607972,0.53318749,0.41489731,0.54297366,0.36450777,1,0.34559496,0.43951061,0.66324302,0.23976813,0.65035567,0.54980848,0.30728768,0.58007353,0.38287813,0.30598613,0.29408799,0.38161322,0,0.27593976,0.49208822,0.38904074,0.4669112,2
0.58431406,0.84908071,0.83904823,0,0.43749774,0.31735562,0.35431712,0.48001462,0.20177281,0.44413391,0.3401398,0.52933216,0.61122566,0.56855908,0.29991068,0.4008882,0.11386472,0.54324887,0.34853199,0.46808967,0.4248763,0.44981571,0.27484947,0.55525928,0.39800129,0.39520511,0.30375,0.23302947,0.7056072,0.48441859,0.39884778,0.46723709,0.52946858,0.00945189,0.56935844,0.98410248,0.60182184,0.31326871,0.13490962,0.30035424,0.69297442,0.0782673,0.06559323,0.35163605,0.69470079,0.7124191,0.34811532,0.39320641,3
0.77917584,0.4306845,0.56847152,0.18968825,0.33290908,0.04127851,0.53959436,0.50930438,0.1299642,0.28535418,0.32613518,0.27034736,0.71227087,0.54360801,0.29636689,0.43456143,0.62441788,0.25946402,0.13937987,0.40310256,0.55698145,0.68848467,0.81572403,0.60005058,0.73762033,0.14343111,0.50234442,0.63390917,0.49760933,0.24939148,0.29674626,0.31401139,0.06057942,0.8491904,0.18010631,0.55795239,0.3696422,0.33185239,0.46711192,0.31162799,0.43558957,0.68744727,0.50791413,0.21753682,0.7710667,0.39398652,0.31407103,0.34190771,3
0.68898452,0.4797081,0.3891683,0.39157093,0.03606593,0.3751631,0.56278964,0.3170224,0.45123667,0.53786233,0.71753249,0.78516196,0.34484654,0.55943362,0.60179043,0.28735365,0.5353021,0.32167862,0.54378022,0.71896393,0.21345843,0.22527081,0.41927341,0.38060397,0.4888389,0.28918915,0.29874479,0.59342568,0.4721053,0.91857407,0.61367892,0.49351692,0.43619332,0.58203937,0.33638388,0.41756458,0.04056887,0.77862447,0.32087236,0.14411728,0.57573673,0.76582051,0.06419985,0.81858232,0.69428852,0.67678642,0.21290765,0.53873359,4
0.71843863,0.1966547,0.39240921,0.41765302,0.3167349,0.60320207,0.61239763,0.54845294,0.28490746,0.36010311,0.55291308,0.28835266,0.29063851,0.66723282,0.54520989,0.46625175,0.30383778,0.3243656,0.54511765,0.48153755,0.46957147,0.50026161,0.44878335,0.37773005,0.47825959,0.15598962,0.50891461,0.18455348,0.18490651,1,0.44461345,0.34452109,0.25801059,0.49077058,0.42615794,0.71290831,0.69135185,0.66075298,0.61887825,0.40059745,0.40698866,0.31113323,0.61973668,0.23927922,0.41676109,1,0.84671791,0,3
0.89341865,0.8041434,0.47814953,0.78545586,0.35810186,0.41873216,0.35746117,0.47667001,0.24375238,0.39523163,0.54577466,0.27765111,0.44024031,0.21680993,0.59478281,0.38882299,0.15251706,0.32894069,0.40942008,0.11379975,0.7090676,0.01506385,0.33033273,0.61096269,0.96261006,0.73613612,0.29260498,0.80615086,0.4481715,0.36600048,0.2418283,0.77105452,0.46387356,0.49964309,0.46784528,0.79447676,0.15964235,0.64917641,0.85264942,0.20569182,0.56874793,0.26658943,0.33879557,0.40457319,0.51507866,0.65370738,0.43779414,0.29311627,3
0.63186108,0.51138097,0.60457806,0.23489356,0.17300739,0.70085509,0.44481617,0.26878398,0.47599556,0.53959112,0.60644351,0.29073659,0.30598095,0.48462036,0.31318933,0.37341504,0.44385422,0.25556936,0.39623708,0.45771364,0.55960665,0.68759109,0.35014781,0.7719545,0.40722592,0.60720112,0.57509614,0.24109123,0.67179962,0.38396956,0.26254071,0.28903188,0.52069282,0.32693123,0.42185391,0.58028987,0.67249978,0.55486914,1,0.40178838,0.61429833,1,0.39237095,0.19426803,0,0.72104049,0.23282464,0.66256227,4
0.64975459,0.18494874,0.40473971,0.41253036,0.31158794,0.67881516,0.40230929,0.45211729,0.23337182,0.56361228,0.78215748,0.44090797,0.18646743,0.46246363,0.53662891,0.43974961,0.14150731,0.54806664,0.1520934,0.27939984,0.4197948,0.54854684,0.50902127,0.40910831,0.1519574,1,0.34467944,0.2204529,0.05183252,0.39683193,0.05565826,0.47863695,0.50950237,1,0.30850175,0.46408142,0.38652005,0.13666205,0.17147182,0.24860595,0.44984942,0.33589853,0.23963553,0.30278751,0.55427569,0.56559857,0.46457873,0.58743003,3
0.24069535,0.52119595,0.42825555,0.65807389,0.17568993,0.29221583,0.77595904,0.25825694,0.24063375,0.3360149,0.73389159,0.78594823,0.37985028,0.10937522,0.29143818,1,0.39651395,0.55051195,0.15044724,0.75680488,1,0.45067502,0.69932677,0.63753589,0.63102222,0.33906222,0.24766844,0.10334355,0.5250597,0.5102452,0.53340539,0.62585423,0.46887956,0.43522347,0.5222801,0.46021304,0.70736096,0.57516338,0.33508835,0.33566909,0.47078949,0.43258005,0.34628863,0.38559119,0.34923056,0.47878369,0.44461237,0.43571222,1
0.04646157,0.23929536,0.36375012,0.29221889,0.28037247,0.79420427,0.16087302,0.49390841,0.56657845,1,0.48339414,0.15278432,0.86523609,0.22896925,0.77812374,0.52246769,0.49014839,0.29603227,0.5603234,0.82816215,0.81427945,0.13436575,0.51844301,0.32785956,0.56073873,0.13277456,0.59639835,0.41703347,0.59226644,0.42298658,0.20731871,0.60513429,0.35436701,0.4946263,0.45245954,0.46998308,0.37676559,0.35450527,0.30258322,0.40772687,0.47197644,0.39399946,0.35400153,0.29772753,0.50841584,0.45477447,0.4300068,0.33546271,2
0.59859649,0.36206154,0.53637493,0.23309603,0.46478373,0.04921738,0.24957528,0.64908364,0.21255716,0.59747984,0.13800295,0.49798447,0.09416467,0.26970807,0.19144394,0.46364535,0.64137902,0.13430856,0.41106909,0.64616436,0.51832802,0.43733209,0.36151747,0.18266882,0.42370439,0.63091278,0.35175676,0.3950023,0.22430093,0.57789547,0.70391214,0.63580468,0.4143362,0.71711686,1,0.41011806,0.1559789,0.55644727,0.54712255,0.61918816,0.51587785,0.32534042,0.41316522,0.26489582,0.14452291,0.50971655,0.35952516,0.4580551,3
0.87700717,0.47656963,0.8916918,0.69146926,0.26297344,0.52468996,0.57689005,0.43722545,0.61031952,0.42578205,0.34915033,0.05213736,0.7606033,0.42633801,0.02284796,0.28963704,1,0.95713315,0.06165422,0.40881235,0.56201406,0.18665785,0.33519613,0.38603192,0.25872875,0.67580757,0.55370162,0.40967183,0.38273371,0.7146587,0.52936904,0.57021319,0.3850817,0.39146148,0.46083796,0.33752973,0.64489878,0.45001317,0.42630663,0.30208823,0.52811971,0.32656893,0.38037227,0.43577602,0.57757014,0.53466852,0.42687841,0.40602151,4
0.54557472,0.53736399,0.01979502,0.46682683,0.30411039,0.71171491,0.2049206,0.37139319,0.24935031,0.35061965,0.34629474,0.22107235,0.19663387,0.37245107,0.08203188,0.60192242,0.60149839,0.38257785,0.70879311,0.32936346,0.3569989,0.37691934,0.75603252,0.43646869,0.45950839,0.39079958,0.32251699,0.28577448,0.43101903,0.58389859,0.29412979,0.46982053,0.88705721,0.62522286,0.41258633,0.4918352,0.72598177,0.93264931,0.47866406,0.47394776,0.74946094,0.45406576,0.145749,0.02390358,0.98971168,0.29049734,0.22940243,0.26199852,4
0.13117225,0.55244922,0.23947827,0.55349838,0.0205287,0.43501673,0.32382079,0.44956393,0.27876069,0.03111669,0.14141673,0.44579148,0.20036667,0.17207558,0.52422365,0,0.17743925,0.58547092,0.27594873,0.80156241,0.81629608,0.31029826,0.25760506,0,0.15269795,0.20579945,0.33594149,0.38665794,0.47246851,0.6636719,0.16730028,0.47133976,0.23155274,0.54124801,0.44579019,0.7097707,0.66411238,0.34788341,0.6613079,0.36019968,0.51625977,0.59671711,0.27557943,0.22476061,0.60183491,0.30670509,0.39028432,0.52806059,2
0.07687767,0.30106894,0.8693621,0.54682533,0,0.4160789,0.68219238,0.52869126,0.66616433,0.38445383,0.33140843,0.39244202,0.74719131,0.41000098,0.33772831,0.42902558,0.06168625,0.28278677,0.11183924,0.00462872,0.02525016,0.40423014,0.39526788,0.3858242,0.6861273,0,0.13813048,0.36779997,0.46426849,0.52584244,0.28733273,0.44713649,0.78483616,0.74905062,0.69938454,0.37111368,0.41164427,0.43533962,0.49944968,0.47386711,0.58345799,0.4500744,0.28959217,0.23636108,0.31672335,0.32399495,0.49153683,0.37347223,1
0.52608622,0.66402543,0.06893331,0.32657029,0.10477857,0.58749182,0.39547354,0.46615998,0.28754595,0.19505878,0.28890551,0.40575571,0.39669607,0.44017712,0.64647482,0.16651631,0.57066963,0.33351818,0.3028364,0.27127932,0.59717988,0.19347618,0.71478278,0.95085199,0.26775235,0.30610835,0.4135181,0.49351292,0.62927207,0.48179044,0.26430705,0.22087904,0.4554573,0.58128361,0.77288421,0.19543633,0.49725116,0.80894201,0.16689471,0,0.37458243,0.00733638,0.46451522,0.31372749,0.07529532,0.58178973,0.34473814,0.42400422,4
0.16195758,0.60966944,0.26158795,0.61793606,0.21488592,0.51191167,0.25304243,0.38685632,0.27670642,0.30588767,0.49224843,0.28862587,0.54004781,0.60514716,0,0.61203136,0.09065429,0.50483542,0.44965624,1,0.35108646,0.44624501,0.20178357,1,0.44255924,0.5832171,0.64007971,1,0.38772555,0.7485893,0.30396959,0.29998836,0.40876207,0.46973027,0.52972261,0.37635185,0.3199762,0.39842188,0.23431882,0.71197145,0.42662295,0.51504285,0.4930274,0.3024397,0.43429817,0.43442063,0.48081207,0.41005315,2
0.34758476,0,0.83839601,0.61731494,0.21790949,0.69792373,0.18208263,0.29534809,0.24336424,0.38307296,0.40912768,0.39955482,0.18871409,0.27559666,0.66807507,0.56932306,0.47093657,0.56851877,0.51803658,0.00685225,0.29046049,0.88406397,0.66231025,0.45380432,0.29402097,0.61283126,0.10714111,0.6557599,1,0.59616417,0.5663102,0.47504136,0,0.3438935,0.64275457,0.56203939,0.44887606,0.48598445,0.41071392,0.45965401,0.44602302,0.49328072,0.250023,0.48390744,0.51124598,0.35724732,0.46051343,0.28188763,1
0.44409871,0.44904913,0.16734449,0.44105326,1,0.50427626,0.47629839,0.28264771,1,0,0.23764806,0.66572397,0.30829027,0.58553646,0.66026783,0.54693193,0.45565063,0.29767249,0.45592581,0.54517461,0.42387323,0.34682272,0.42730379,0.43725299,0.51599746,0.5649045,0.38490605,0.43119186,0.5491201,0.37836148,0.40442419,0.5095957,0.42701137,0.52009252,0.42162486,0.50807211,0.50894835,0.34833046,0.4152858,0.38779616,0.45409674,0.46685898,0.45593468,0.36716405,0.50562087,0.46427159,0.42207461,0.41141027,3
0.55458384,0.56033698,0.40873918,0.35330786,0.13052653,0.17523694,0.49090474,0.47011339,0.40273226,0.41567705,0.67141432,0.64980027,0.28018541,0.24255855,0.27048253,0.11371498,0.45269693,0.30929231,0.6148833,0.46805119,0.4059832,0.20858443,0.47059006,0.65224599,0.47441002,0.54835526,0.61585783,0.34334733,0.56192713,0.37903019,0.47026453,0.57946137,0.40621546,0.45292385,0.53213766,0.47076311,0.57135807,0.27270917,0.38173606,0.46079364,0.43644681,0.8162978,0.19985649,0.2755893,0.63318596,0.33384922,0.71380627,0.13247932,3
0.60197128,0.06818456,0.60714104,0.47186855,0.21466118,0.59019261,0.30114991,0.63542151,0.4145533,0.24815904,0.72795693,0.43106169,0.2339224,0.50387477,0.40059955,0.14620508,0.49486862,0.69662629,0.57511228,0.45209496,0.67829219,0.42358113,0.10847634,0.53557893,1,0.33951893,0.36799372,0.50790784,0.37142948,0.1688374,0.63009621,0.52397368,0.44908474,0.69437275,0.54132324,0.63864591,0.93693667,0.66162416,0,0.4949937,0.40168485,0.62679506,0.02688684,0.17340724,0.23981864,0.58191039,0.24998501,0.27036936,3
0.72179576,0.20026189,0.61421037,0.47026738,0.15470432,0.59808046,0.5493299,0.53109861,0.25345242,0.19130362,0.40195849,0.4883848,0.28927922,0.52163896,0.39656515,0.48184623,0.51854114,0.53922728,0.38700959,0.44147943,0.56479695,0.39157899,0.70034649,0.20607532,0.21071667,0.26672689,0.97635993,0.56425752,0.63157372,0.31732221,0.15798274,0.68900763,1,0.35538529,0.50862679,1,0,0.50220942,0.32497156,0.57208222,0.20283483,0.58144964,0.50524127,0.54922281,0.34211598,0.56112925,0.34927835,0.31629983,4
0.65049471,0.37502772,0.60296424,0.45898415,0.01284232,0.32559011,0.43460879,0.26784804,0.54420531,0.4536291,0.46276004,0.55931258,0.09317924,0.09784694,0.14354573,0.2379864,0.49204247,0.2546597,0.81629072,0.25728094,0.54328456,0.3829464,0.33199079,0.76483699,0.34110662,0.33999299,0.17228776,0.35141806,0.58275977,0.5310116,0.27038543,0.64479514,0.51852244,0.46966961,0.17391837,0.36473992,0.36451628,0.05700026,0.29353722,0.47598187,0.474498,0.14637373,0.99586376,0.19308295,0.51150262,0.67761632,0.23698889,0.23845949,4
